time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-04 00:00:00+00:00,5.0,5.0,65,17
2025-08-05 00:00:00+00:00,32.0,10.0,123,24
2025-08-06 00:00:00+00:00,145.0,24.0,102,18
2025-08-07 00:00:00+00:00,5.0,3.0,88,25
2025-08-08 00:00:00+00:00,7.0,7.0,91,13
2025-08-09 00:00:00+00:00,4.0,2.0,16,8
2025-08-10 00:00:00+00:00,2.0,2.0,111,12
2025-08-11 00:00:00+00:00,56.0,13.0,134,22
2025-08-12 00:00:00+00:00,24.0,10.0,76,24
2025-08-13 00:00:00+00:00,32.0,13.0,89,17
2025-08-14 00:00:00+00:00,19.0,4.0,93,23
2025-08-15 00:00:00+00:00,,,140,25
2025-08-16 00:00:00+00:00,,,62,12
2025-08-17 00:00:00+00:00,,,56,12
