referrer,views_total,views_unique
github.com,62,16
Google,37,28
Bing,23,9
doubao.com,2,1
siyangshao.com,2,1
Baidu,1,1
DuckDuckGo,1,1
drunkcoding.github.io,1,1
search.brave.com,1,1
