time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-15 00:00:00+00:00,10,9,11,8
2026-05-16 00:00:00+00:00,142,6,33,7
2026-05-17 00:00:00+00:00,6,4,6,4
2026-05-18 00:00:00+00:00,15,8,18,15
2026-05-19 00:00:00+00:00,18,13,41,13
2026-05-20 00:00:00+00:00,10,8,16,13
2026-05-21 00:00:00+00:00,11,10,29,7
2026-05-22 00:00:00+00:00,20,18,46,10
2026-05-23 00:00:00+00:00,23,20,10,7
2026-05-24 00:00:00+00:00,14,13,15,11
2026-05-25 00:00:00+00:00,18,18,15,12
2026-05-26 00:00:00+00:00,26,15,13,11
2026-05-27 00:00:00+00:00,15,12,13,10
2026-05-28 00:00:00+00:00,20,13,7,5
