time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-07 00:00:00+00:00,22,6,326,47
2024-11-08 00:00:00+00:00,6,4,306,90
2024-11-09 00:00:00+00:00,13,1,147,23
2024-11-10 00:00:00+00:00,4,4,195,31
2024-11-11 00:00:00+00:00,15,4,370,51
2024-11-12 00:00:00+00:00,19,6,431,49
2024-11-13 00:00:00+00:00,22,4,376,46
2024-11-14 00:00:00+00:00,46,5,342,52
2024-11-15 00:00:00+00:00,23,4,213,54
2024-11-16 00:00:00+00:00,3,3,141,24
2024-11-17 00:00:00+00:00,9,1,179,26
2024-11-18 00:00:00+00:00,25,6,353,57
2024-11-19 00:00:00+00:00,18,3,342,46
2024-11-20 00:00:00+00:00,15,3,409,64
