time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-10 00:00:00+00:00,31,11,22,18
2026-09-11 00:00:00+00:00,11,9,14,10
2026-09-12 00:00:00+00:00,22,15,6,6
2026-09-13 00:00:00+00:00,85,15,15,11
2026-09-14 00:00:00+00:00,18,13,6,6
2026-09-15 00:00:00+00:00,227,15,29,18
2026-09-16 00:00:00+00:00,16,13,19,7
2026-09-17 00:00:00+00:00,48,20,20,11
2026-09-18 00:00:00+00:00,63,31,35,19
2026-09-19 00:00:00+00:00,9,8,14,11
2026-09-20 00:00:00+00:00,45,34,22,15
2026-09-21 00:00:00+00:00,123,32,26,10
2026-09-22 00:00:00+00:00,33,21,22,16
2026-09-23 00:00:00+00:00,61,55,14,11
