referrer,views_total,views_unique
github.com,59,17
Google,54,31
Bing,4,3
chatgpt.com,3,3
informatics.ed.ac.uk,3,1
DuckDuckGo,2,2
future-xy.github.io,2,1
link.zhihu.com,2,1
Baidu,1,1
mangoboost.atlassian.net,1,1
