referrer,views_total,views_unique
github.com,748,38
Google,150,56
Bing,56,12
cn.bing.com,11,5
bgithub.xyz,8,1
usenix.org,7,1
link.zhihu.com,6,5
jacksuuu.github.io,5,1
martinspace.top,4,3
goodfirstissues.com,3,2
