time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,112.0,6.0,373,18
2024-09-17 00:00:00+00:00,60.0,3.0,245,29
2024-09-18 00:00:00+00:00,66.0,6.0,868,43
2024-09-19 00:00:00+00:00,22.0,3.0,512,37
2024-09-20 00:00:00+00:00,16.0,10.0,226,35
2024-09-21 00:00:00+00:00,8.0,8.0,91,16
2024-09-22 00:00:00+00:00,21.0,5.0,189,16
2024-09-23 00:00:00+00:00,71.0,6.0,462,30
2024-09-24 00:00:00+00:00,38.0,9.0,192,33
2024-09-25 00:00:00+00:00,5.0,4.0,639,129
2024-09-26 00:00:00+00:00,17.0,6.0,254,51
2024-09-27 00:00:00+00:00,12.0,4.0,293,47
2024-09-28 00:00:00+00:00,7.0,6.0,93,18
2024-09-29 00:00:00+00:00,,,97,28
