referrer,views_total,views_unique
github.com,196,23
Google,134,68
Bing,10,6
link.zhihu.com,10,5
search.brave.com,5,3
usenix.org,4,2
Baidu,2,2
ustiugov.github.io,2,2
blog.croc.ru,2,1
martinspace.top,2,1
