referrer,views_total,views_unique
Google,389,48
github.com,226,27
Bing,17,6
link.zhihu.com,8,4
luomai.github.io,7,2
DuckDuckGo,6,3
typst.app,5,1
search.brave.com,3,3
Yahoo,3,1
cn.bing.com,2,2
