referrer,views_total,views_unique
Google,184,58
github.com,94,33
Bing,21,9
yandex.ru,17,1
link.zhihu.com,4,4
luomai.github.io,4,2
Baidu,4,1
search.brave.com,2,2
DuckDuckGo,1,1
StartPage,1,1
