time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,25,8,49,19
2026-08-13 00:00:00+00:00,26,12,24,15
2026-08-14 00:00:00+00:00,7,7,13,10
2026-08-15 00:00:00+00:00,9,9,5,5
2026-08-16 00:00:00+00:00,11,7,9,8
2026-08-17 00:00:00+00:00,16,11,14,11
2026-08-18 00:00:00+00:00,134,12,17,12
2026-08-19 00:00:00+00:00,19,15,18,12
2026-08-20 00:00:00+00:00,28,14,36,17
2026-08-21 00:00:00+00:00,28,10,21,11
2026-08-22 00:00:00+00:00,8,7,14,10
2026-08-23 00:00:00+00:00,12,6,11,11
2026-08-24 00:00:00+00:00,511,56,21,14
2026-08-25 00:00:00+00:00,23,16,22,16
