time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-25 00:00:00+00:00,23,16,22,16
2026-08-26 00:00:00+00:00,21,15,8,7
2026-08-27 00:00:00+00:00,48,8,25,8
2026-08-28 00:00:00+00:00,51,20,17,6
2026-08-29 00:00:00+00:00,28,6,7,6
2026-08-30 00:00:00+00:00,80,10,5,5
2026-08-31 00:00:00+00:00,648,36,22,14
2026-09-01 00:00:00+00:00,17,14,11,9
2026-09-02 00:00:00+00:00,43,30,13,9
2026-09-03 00:00:00+00:00,36,30,16,12
2026-09-04 00:00:00+00:00,13,10,38,19
2026-09-05 00:00:00+00:00,6,5,33,24
2026-09-06 00:00:00+00:00,13,9,16,11
2026-09-07 00:00:00+00:00,173,17,28,17
