referrer,views_total,views_unique
Google,337,74
github.com,187,26
cn.bing.com,55,8
Bing,27,8
chatgpt.com,23,4
link.zhihu.com,16,10
li.feishu.cn,14,1
luomai.github.io,10,1
ustiugov.github.io,8,3
d.lpai.lixiang.com,4,1
