referrer,views_total,views_unique
github.com,483,25
Google,257,65
cn.bing.com,88,3
Bing,25,8
luomai.github.io,6,2
link.zhihu.com,6,1
DuckDuckGo,3,3
sigarch.org,2,1
mail.google.com,2,1
martinspace.top,2,1
