time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-17 00:00:00+00:00,16,11,14,11
2026-08-18 00:00:00+00:00,134,12,17,12
2026-08-19 00:00:00+00:00,19,15,18,12
2026-08-20 00:00:00+00:00,28,14,36,17
2026-08-21 00:00:00+00:00,28,10,21,11
2026-08-22 00:00:00+00:00,8,7,14,10
2026-08-23 00:00:00+00:00,12,6,11,11
2026-08-24 00:00:00+00:00,511,56,21,14
2026-08-25 00:00:00+00:00,23,16,22,16
2026-08-26 00:00:00+00:00,21,15,8,7
2026-08-27 00:00:00+00:00,48,8,25,8
2026-08-28 00:00:00+00:00,51,20,17,6
2026-08-29 00:00:00+00:00,28,6,7,6
2026-08-30 00:00:00+00:00,80,10,5,5
