referrer,views_total,views_unique
Google,129,71
Bing,74,10
github.com,69,20
search.brave.com,5,2
DuckDuckGo,3,2
Baidu,2,2
chatgpt.com,1,1
doubao.com,1,1
gamma.app,1,1
huggingface.co,1,1
