referrer,views_total,views_unique
Google,95,60
github.com,54,15
Bing,20,8
DuckDuckGo,5,2
search.brave.com,5,2
Baidu,1,1
chatgpt.com,1,1
statics.teams.cdn.office.net,1,1
t.co,1,1
