time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-15 00:00:00+00:00,5,1,122,29
2025-05-16 00:00:00+00:00,18,6,93,16
2025-05-17 00:00:00+00:00,23,8,114,16
2025-05-18 00:00:00+00:00,8,7,96,18
2025-05-19 00:00:00+00:00,3,3,32,16
2025-05-20 00:00:00+00:00,8,6,84,19
2025-05-21 00:00:00+00:00,14,10,120,36
2025-05-22 00:00:00+00:00,8,4,135,25
2025-05-23 00:00:00+00:00,115,24,182,34
2025-05-24 00:00:00+00:00,72,13,106,14
2025-05-25 00:00:00+00:00,10,7,34,17
2025-05-26 00:00:00+00:00,35,13,138,19
2025-05-27 00:00:00+00:00,6,5,126,23
2025-05-28 00:00:00+00:00,100,16,275,16
