referrer,views_total,views_unique
Google,202,71
github.com,151,13
ecosia.org,31,2
link.zhihu.com,21,6
Bing,18,7
luomai.github.io,9,2
DuckDuckGo,8,5
cn.bing.com,8,4
search.brave.com,8,3
sigops.org,4,1
