referrer,views_total,views_unique
github.com,140,37
Google,118,51
Bing,26,8
DuckDuckGo,10,1
siyangshao.com,5,3
blog.chivier.site,4,2
link.zhihu.com,4,2
doubao.com,1,1
future-xy.github.io,1,1
perplexity.ai,1,1
