time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-05 00:00:00+00:00,5,4,76,16
2025-05-06 00:00:00+00:00,2,2,87,28
2025-05-07 00:00:00+00:00,13,6,135,32
2025-05-08 00:00:00+00:00,2,2,69,19
2025-05-09 00:00:00+00:00,1,1,68,17
2025-05-10 00:00:00+00:00,3,3,45,10
2025-05-11 00:00:00+00:00,5,4,44,17
2025-05-12 00:00:00+00:00,6,2,166,22
2025-05-13 00:00:00+00:00,12,4,61,24
2025-05-14 00:00:00+00:00,7,3,54,23
2025-05-15 00:00:00+00:00,5,1,122,29
2025-05-16 00:00:00+00:00,18,6,93,16
2025-05-17 00:00:00+00:00,23,8,114,16
2025-05-18 00:00:00+00:00,8,7,88,18
