referrer,views_total,views_unique
Google,70,44
github.com,51,24
Bing,6,5
link.zhihu.com,3,3
DuckDuckGo,2,2
luomai.github.io,2,1
Baidu,1,1
com.slack,1,1
future-xy.github.io,1,1
l.messenger.com,1,1
