referrer,views_total,views_unique
github.com,73,44
Google,48,29
Bing,27,11
doubao.com,2,1
Baidu,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
link.zhihu.com,1,1
poizon.feishu.cn,1,1
search.brave.com,1,1
