referrer,views_total,views_unique
Google,233,63
github.com,130,15
ecosia.org,29,1
link.zhihu.com,23,8
Bing,13,6
luomai.github.io,9,2
chatgpt.com,7,3
search.brave.com,7,3
DuckDuckGo,5,3
cn.bing.com,5,2
