time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-24 00:00:00+00:00,18,3,241,42
2024-10-25 00:00:00+00:00,27,4,280,51
2024-10-26 00:00:00+00:00,1,1,83,20
2024-10-27 00:00:00+00:00,24,7,338,113
2024-10-28 00:00:00+00:00,55,9,1039,333
2024-10-29 00:00:00+00:00,13,7,500,151
2024-10-30 00:00:00+00:00,28,8,486,84
2024-10-31 00:00:00+00:00,39,12,506,76
2024-11-01 00:00:00+00:00,29,6,413,65
2024-11-02 00:00:00+00:00,16,2,112,30
2024-11-03 00:00:00+00:00,12,4,119,28
2024-11-04 00:00:00+00:00,16,7,317,53
2024-11-05 00:00:00+00:00,34,9,403,64
2024-11-06 00:00:00+00:00,15,5,347,62
