referrer,views_total,views_unique
Google,113,54
github.com,77,21
Bing,28,6
DuckDuckGo,11,2
luomai.github.io,8,2
siyangshao.com,4,3
link.zhihu.com,4,2
copilot.microsoft.com,4,1
ustiugov.github.io,2,2
cse.iitd.ac.in,1,1
