referrer,views_total,views_unique
github.com,404,37
Google,262,92
link.zhihu.com,81,20
Bing,51,17
cn.bing.com,14,9
luomai.github.io,11,6
usenix.org,9,3
DuckDuckGo,9,2
statics.teams.cdn.office.net,7,3
mail.qq.com,7,1
