referrer,views_total,views_unique
github.com,592,38
Google,163,59
Bing,57,12
cn.bing.com,15,8
link.zhihu.com,13,7
bgithub.xyz,10,2
usenix.org,7,1
jacksuuu.github.io,5,1
martinspace.top,4,3
goodfirstissues.com,3,2
