referrer,views_total,views_unique
github.com,425,33
Google,288,47
linkedin.com,91,41
t.co,38,10
cn.bing.com,31,5
com.linkedin.android,14,8
arxiv.org,14,2
link.zhihu.com,12,8
usenix.org,10,5
luomai.github.io,10,1
