referrer,views_total,views_unique
Google,34,29
github.com,25,13
Bing,10,8
Baidu,3,3
ustiugov.github.io,3,3
search.brave.com,3,2
DuckDuckGo,1,1
chatgpt.com,1,1
siyangshao.com,1,1
usenix.org,1,1
