referrer,views_total,views_unique
github.com,64,46
Google,60,37
Bing,13,10
chatgpt.com,7,4
sigarch.org,3,2
drunkcoding.github.io,2,2
DuckDuckGo,1,1
link.zhihu.com,1,1
perplexity.ai,1,1
poizon.feishu.cn,1,1
