time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-11 00:00:00+00:00,8,8,57,16
2026-01-12 00:00:00+00:00,31,21,191,49
2026-01-13 00:00:00+00:00,12,7,190,36
2026-01-14 00:00:00+00:00,6,6,52,46
2026-01-15 00:00:00+00:00,15,7,86,30
2026-01-16 00:00:00+00:00,5,5,61,33
2026-01-17 00:00:00+00:00,11,8,72,23
2026-01-18 00:00:00+00:00,19,12,45,20
2026-01-19 00:00:00+00:00,6,6,69,29
2026-01-20 00:00:00+00:00,28,13,152,28
2026-01-21 00:00:00+00:00,4,4,221,25
2026-01-22 00:00:00+00:00,6,6,145,26
2026-01-23 00:00:00+00:00,36,19,172,27
2026-01-24 00:00:00+00:00,8,7,28,15
