referrer,views_total,views_unique
github.com,322,28
Google,205,77
Bing,36,13
chatgpt.com,23,3
ecosia.org,20,1
cn.bing.com,15,6
m.facebook.com,7,1
DuckDuckGo,5,3
link.zhihu.com,3,3
search.brave.com,2,2
