referrer,views_total,views_unique
Google,150,55
github.com,98,28
Bing,20,9
Baidu,4,1
link.zhihu.com,3,3
luomai.github.io,2,1
chatgpt.com,1,1
doubao.com,1,1
qwant.com,1,1
search.brave.com,1,1
