referrer,views_total,views_unique
Google,288,82
github.com,219,52
Bing,24,11
link.zhihu.com,18,11
cn.bing.com,15,6
luomai.github.io,9,5
future-xy.github.io,8,1
chatgpt.com,6,2
perplexity.ai,5,2
Baidu,5,1
