referrer,views_total,views_unique
Google,357,47
github.com,173,16
Bing,43,6
luomai.github.io,17,3
link.zhihu.com,11,5
DuckDuckGo,6,4
Yahoo,3,1
yandex.ru,3,1
search.brave.com,2,2
huggingface.co,1,1
