referrer,views_total,views_unique
github.com,343,26
Google,302,39
Bing,19,8
luomai.github.io,12,3
link.zhihu.com,7,3
typst.app,5,1
cn.bing.com,3,3
DuckDuckGo,3,2
Yahoo,3,1
mail.google.com,2,2
