referrer,views_total,views_unique
github.com,57,14
Google,51,29
Bing,6,3
informatics.ed.ac.uk,3,1
yandex.ru,2,2
future-xy.github.io,2,1
link.zhihu.com,2,1
Baidu,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
