referrer,views_total,views_unique
github.com,292,22
Google,181,51
Bing,72,7
link.zhihu.com,16,7
chatgpt.com,8,3
search.brave.com,6,4
luomai.github.io,5,1
martinspace.top,4,1
DuckDuckGo,3,3
sigarch.org,2,2
