time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-21 00:00:00+00:00,24,9,167,27
2025-04-22 00:00:00+00:00,22,6,149,23
2025-04-23 00:00:00+00:00,62,6,281,25
2025-04-24 00:00:00+00:00,14,11,183,32
2025-04-25 00:00:00+00:00,3,3,80,17
2025-04-26 00:00:00+00:00,9,8,109,17
2025-04-27 00:00:00+00:00,6,5,117,19
2025-04-28 00:00:00+00:00,3,3,242,20
2025-04-29 00:00:00+00:00,2,2,128,37
2025-04-30 00:00:00+00:00,4,4,100,22
2025-05-01 00:00:00+00:00,4,4,130,15
2025-05-02 00:00:00+00:00,5,5,71,18
2025-05-03 00:00:00+00:00,2,2,11,7
2025-05-04 00:00:00+00:00,1,1,19,13
