time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-22 00:00:00+00:00,21,10,116,32
2025-09-23 00:00:00+00:00,9,7,141,27
2025-09-24 00:00:00+00:00,11,3,38,19
2025-09-25 00:00:00+00:00,13,12,109,23
2025-09-26 00:00:00+00:00,5,3,69,20
2025-09-27 00:00:00+00:00,3,3,21,6
2025-09-28 00:00:00+00:00,9,8,51,14
2025-09-29 00:00:00+00:00,27,9,74,12
2025-09-30 00:00:00+00:00,18,14,33,17
2025-10-01 00:00:00+00:00,5,5,21,10
2025-10-02 00:00:00+00:00,1,1,30,13
2025-10-03 00:00:00+00:00,6,6,74,16
2025-10-04 00:00:00+00:00,8,5,27,13
2025-10-05 00:00:00+00:00,4,4,23,9
