time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-24 00:00:00+00:00,72,13,106,14
2025-05-25 00:00:00+00:00,10,7,34,17
2025-05-26 00:00:00+00:00,35,13,138,19
2025-05-27 00:00:00+00:00,6,5,126,23
2025-05-28 00:00:00+00:00,100,16,276,17
2025-05-29 00:00:00+00:00,201,37,629,29
2025-05-30 00:00:00+00:00,32,9,190,33
2025-05-31 00:00:00+00:00,14,8,90,15
2025-06-01 00:00:00+00:00,29,9,75,17
2025-06-02 00:00:00+00:00,8,6,183,24
2025-06-03 00:00:00+00:00,14,7,198,49
2025-06-04 00:00:00+00:00,85,13,349,45
2025-06-05 00:00:00+00:00,89,20,366,36
2025-06-06 00:00:00+00:00,126,20,422,23
