time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-15 00:00:00+00:00,18,6,44,7
2024-09-16 00:00:00+00:00,112,6,373,18
2024-09-17 00:00:00+00:00,60,3,245,29
2024-09-18 00:00:00+00:00,66,6,868,43
2024-09-19 00:00:00+00:00,22,3,512,37
2024-09-20 00:00:00+00:00,16,10,226,35
2024-09-21 00:00:00+00:00,8,8,91,16
2024-09-22 00:00:00+00:00,21,5,189,16
2024-09-23 00:00:00+00:00,71,6,462,30
2024-09-24 00:00:00+00:00,38,9,192,33
2024-09-25 00:00:00+00:00,5,4,639,129
2024-09-26 00:00:00+00:00,17,6,254,51
2024-09-27 00:00:00+00:00,12,4,293,47
2024-09-28 00:00:00+00:00,5,4,93,18
