time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-18 00:00:00+00:00,9,9,32,15
2026-03-19 00:00:00+00:00,6,6,38,18
2026-03-20 00:00:00+00:00,4,4,18,14
2026-03-21 00:00:00+00:00,20,16,36,13
2026-03-22 00:00:00+00:00,4,4,27,13
2026-03-23 00:00:00+00:00,9,9,54,14
2026-03-24 00:00:00+00:00,133,8,80,22
2026-03-25 00:00:00+00:00,9,8,63,19
2026-03-26 00:00:00+00:00,5,5,37,14
2026-03-27 00:00:00+00:00,5,5,25,15
2026-03-28 00:00:00+00:00,7,6,9,8
2026-03-29 00:00:00+00:00,7,6,7,6
2026-03-30 00:00:00+00:00,9,9,48,22
2026-03-31 00:00:00+00:00,12,10,35,15
