referrer,views_total,views_unique
Google,340,64
github.com,174,29
cn.bing.com,54,7
ustiugov.github.io,25,6
smartdataconf.ru,20,5
link.zhihu.com,19,6
devops.sdsdev.co.kr,18,1
Bing,17,4
statics.teams.cdn.office.net,8,6
usenix.org,8,3
