referrer,views_total,views_unique
Google,39,30
github.com,37,16
chatgpt.com,15,4
Bing,9,4
siyangshao.com,4,4
Baidu,4,2
yuque.alibaba-inc.com,2,2
search.brave.com,2,1
aliyuque.antfin.com,1,1
link.zhihu.com,1,1
