time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-22 00:00:00+00:00,146,11,17,13
2026-06-23 00:00:00+00:00,8,8,17,9
2026-06-24 00:00:00+00:00,7,7,14,12
2026-06-25 00:00:00+00:00,13,8,27,15
2026-06-26 00:00:00+00:00,32,11,13,10
2026-06-27 00:00:00+00:00,7,6,13,10
2026-06-28 00:00:00+00:00,9,9,61,14
2026-06-29 00:00:00+00:00,44,20,23,19
2026-06-30 00:00:00+00:00,164,52,29,14
2026-07-01 00:00:00+00:00,38,37,20,10
2026-07-02 00:00:00+00:00,28,28,34,14
2026-07-03 00:00:00+00:00,15,15,13,11
2026-07-04 00:00:00+00:00,8,6,10,9
2026-07-05 00:00:00+00:00,17,15,6,5
