time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-18 00:00:00+00:00,25,6,353,57
2024-11-19 00:00:00+00:00,18,3,342,46
2024-11-20 00:00:00+00:00,15,3,415,65
2024-11-21 00:00:00+00:00,11,6,187,42
2024-11-22 00:00:00+00:00,22,5,345,39
2024-11-23 00:00:00+00:00,7,3,90,19
2024-11-24 00:00:00+00:00,3,3,97,17
2024-11-25 00:00:00+00:00,15,3,395,59
2024-11-26 00:00:00+00:00,24,5,541,56
2024-11-27 00:00:00+00:00,27,5,302,33
2024-11-28 00:00:00+00:00,23,7,136,28
2024-11-29 00:00:00+00:00,22,9,377,43
2024-11-30 00:00:00+00:00,12,6,240,19
2024-12-01 00:00:00+00:00,18,3,189,29
