time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-09 00:00:00+00:00,6,5,112,31
2025-04-10 00:00:00+00:00,20,5,190,54
2025-04-11 00:00:00+00:00,27,11,165,40
2025-04-12 00:00:00+00:00,14,9,67,19
2025-04-13 00:00:00+00:00,3,3,30,15
2025-04-14 00:00:00+00:00,20,3,156,41
2025-04-15 00:00:00+00:00,11,5,114,30
2025-04-16 00:00:00+00:00,4,3,176,22
2025-04-17 00:00:00+00:00,3,3,57,22
2025-04-18 00:00:00+00:00,22,10,166,15
2025-04-19 00:00:00+00:00,15,5,31,8
2025-04-20 00:00:00+00:00,1,1,43,12
2025-04-21 00:00:00+00:00,24,9,167,27
2025-04-22 00:00:00+00:00,22,6,143,23
