referrer,views_total,views_unique
github.com,730,42
Google,130,56
Bing,69,15
link.zhihu.com,7,6
usenix.org,7,1
cn.bing.com,5,3
chatgpt.com,5,1
jacksuuu.github.io,5,1
martinspace.top,4,3
goodfirstissues.com,3,2
