time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-31 00:00:00+00:00,39,12,506,76
2024-11-01 00:00:00+00:00,29,6,413,65
2024-11-02 00:00:00+00:00,16,2,112,30
2024-11-03 00:00:00+00:00,12,4,119,28
2024-11-04 00:00:00+00:00,16,7,317,53
2024-11-05 00:00:00+00:00,34,9,403,64
2024-11-06 00:00:00+00:00,23,7,357,62
2024-11-07 00:00:00+00:00,22,6,326,47
2024-11-08 00:00:00+00:00,6,4,306,90
2024-11-09 00:00:00+00:00,13,1,147,23
2024-11-10 00:00:00+00:00,4,4,195,31
2024-11-11 00:00:00+00:00,15,4,370,51
2024-11-12 00:00:00+00:00,19,6,431,49
2024-11-13 00:00:00+00:00,22,4,338,45
