referrer,views_total,views_unique
Google,207,65
github.com,154,24
ustiugov.github.io,6,3
usenix.org,5,4
Baidu,4,2
Bing,3,3
chatgpt.com,3,3
link.zhihu.com,3,2
search.brave.com,3,1
thu-db.github.io,3,1
