referrer,views_total,views_unique
github.com,132,16
Google,128,34
Bing,41,4
luomai.github.io,10,1
link.zhihu.com,4,2
DuckDuckGo,3,2
Yahoo,3,1
yandex.ru,3,1
huggingface.co,1,1
19shuidiph.github.io,1,1
