referrer,views_total,views_unique
Google,278,84
github.com,205,51
Bing,23,11
link.zhihu.com,16,9
cn.bing.com,15,6
luomai.github.io,8,5
chatgpt.com,6,2
perplexity.ai,5,2
Baidu,5,1
future-xy.github.io,5,1
