time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,5,5,21,10
2025-10-02 00:00:00+00:00,1,1,30,13
2025-10-03 00:00:00+00:00,6,6,74,16
2025-10-04 00:00:00+00:00,8,5,27,13
2025-10-05 00:00:00+00:00,4,4,23,9
2025-10-06 00:00:00+00:00,2,2,28,13
2025-10-07 00:00:00+00:00,1,1,43,24
2025-10-08 00:00:00+00:00,2,2,31,12
2025-10-09 00:00:00+00:00,11,9,42,11
2025-10-10 00:00:00+00:00,14,9,113,29
2025-10-11 00:00:00+00:00,9,4,43,17
2025-10-12 00:00:00+00:00,4,3,42,13
2025-10-13 00:00:00+00:00,32,20,131,26
2025-10-14 00:00:00+00:00,38,16,115,36
