referrer,views_total,views_unique
Google,362,70
github.com,156,31
cn.bing.com,54,7
Bing,38,6
ustiugov.github.io,25,6
smartdataconf.ru,20,5
link.zhihu.com,18,5
devops.sdsdev.co.kr,18,1
statics.teams.cdn.office.net,12,6
usenix.org,8,3
