referrer,views_total,views_unique
Google,211,58
github.com,94,19
Bing,59,9
link.zhihu.com,27,9
luomai.github.io,9,2
search.brave.com,8,3
chatgpt.com,8,3
cn.bing.com,6,3
sigarch.org,2,2
DuckDuckGo,2,2
