referrer,views_total,views_unique
Google,384,53
github.com,217,25
Bing,16,6
link.zhihu.com,11,5
luomai.github.io,7,2
DuckDuckGo,6,3
typst.app,5,1
search.brave.com,3,3
Yahoo,3,1
cn.bing.com,2,2
