referrer,views_total,views_unique
github.com,455,28
Google,181,44
Bing,26,11
paperswithcode.com,25,1
link.zhihu.com,24,11
search.brave.com,24,2
linkedin.com,17,14
gamma.app,13,1
usenix.org,12,3
com.linkedin.android,9,5
