referrer,views_total,views_unique
github.com,558,35
Google,197,62
Bing,56,14
cn.bing.com,15,8
gamma.app,14,1
link.zhihu.com,13,7
bgithub.xyz,10,2
usenix.org,8,2
goodfirstissues.com,3,2
martinspace.top,3,2
