time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-24 00:00:00+00:00,16,5,123,22
2025-06-25 00:00:00+00:00,13,11,161,24
2025-06-26 00:00:00+00:00,7,7,84,17
2025-06-27 00:00:00+00:00,4,2,130,29
2025-06-28 00:00:00+00:00,2,2,29,11
2025-06-29 00:00:00+00:00,34,4,25,12
2025-06-30 00:00:00+00:00,58,16,432,30
2025-07-01 00:00:00+00:00,37,7,434,32
2025-07-02 00:00:00+00:00,69,19,361,33
2025-07-03 00:00:00+00:00,28,11,150,34
2025-07-04 00:00:00+00:00,11,6,138,22
2025-07-05 00:00:00+00:00,7,5,70,10
2025-07-06 00:00:00+00:00,4,4,61,15
2025-07-07 00:00:00+00:00,17,7,183,22
