referrer,views_total,views_unique
github.com,558,36
Google,218,65
Bing,56,14
cn.bing.com,15,8
link.zhihu.com,13,7
bgithub.xyz,10,2
usenix.org,7,1
jacksuuu.github.io,5,1
martinspace.top,3,2
goodfirstissues.com,3,2
