time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,7,7,91,13
2025-08-09 00:00:00+00:00,4,2,16,8
2025-08-10 00:00:00+00:00,2,2,111,12
2025-08-11 00:00:00+00:00,56,13,134,22
2025-08-12 00:00:00+00:00,24,10,76,24
2025-08-13 00:00:00+00:00,32,13,89,17
2025-08-14 00:00:00+00:00,19,4,93,23
2025-08-15 00:00:00+00:00,4,4,140,25
2025-08-16 00:00:00+00:00,7,6,62,12
2025-08-17 00:00:00+00:00,17,12,59,13
2025-08-18 00:00:00+00:00,4,4,130,17
2025-08-19 00:00:00+00:00,6,5,58,12
2025-08-20 00:00:00+00:00,1,1,5,3
2025-08-21 00:00:00+00:00,2,2,53,14
